id,source,target,sourceLanguage,targetLanguage,level,categories,example1_source,example1_target,example2_source,example2_target
en:district,district,distrito,en-US,es-ES,advanced,travel,I need the district.,Necesito El distrito.,,
en:region,region,region,en-US,es-ES,beginner,travel,I love this region.,Me encanta el region.,,
en:area,area,area,en-US,es-ES,beginner,travel,I lost the area.,Perdí La area.,,
en:zone,zone,zona,en-US,es-ES,intermediate,travel,We don't have the zone.,No tenemos La zona.,,
en:island,island,isla,en-US,es-ES,advanced,nature,I lost the island.,Perdí La isla.,,
en:lake,lake,lago,en-US,es-ES,beginner,nature,The lake is important.,El lago es importante.,,
en:ocean,ocean,oceano,en-US,es-ES,beginner,nature,Do you have a ocean?,¿Tienes Un oceano?,,
en:coast,coast,costa,en-US,es-ES,intermediate,nature,She gave me the coast.,Ella me dio La costa.,,
en:valley,valley,valle,en-US,es-ES,advanced,nature,The room is valley.,La habitación está valle.,,
en:forest,forest,bosque,en-US,es-ES,beginner,nature,The forest is on the table.,El bosque está en la mesa.,,
en:desert,desert,desierto,en-US,es-ES,beginner,nature,She gave me the desert.,Ella me dio El desierto.,,
en:field,field,campo,en-US,es-ES,intermediate,nature,The field is important.,El campo es importante.,,
en:farm,farm,granja,en-US,es-ES,advanced,nature,Where is the farm?,¿Dónde está La granja?,,
en:crop,crop,cultivo,en-US,es-ES,beginner,nature,The crop is on the table.,El cultivo está en la mesa.,,
en:harvest,harvest,cosecha,en-US,es-ES,beginner,nature,The harvest is on the table.,La cosecha está en la mesa.,,
en:farmer,farmer,granjero,en-US,es-ES,intermediate,work,The farmer is important.,El granjero es importante.,,
en:worker,worker,trabajador,en-US,es-ES,advanced,work,I love this worker.,Me encanta el trabajador.,,
en:labor,labor,trabajo,en-US,es-ES,beginner,work,I lost the labor.,Perdí El trabajo.,,
en:union,union,sindical,en-US,es-ES,beginner,work,I love this union.,Me encanta el sindical.,,
en:strike,strike,huelga,en-US,es-ES,intermediate,work,The strike is important.,La huelga es importante.,,
en:protest,protest,protesta,en-US,es-ES,advanced,daily-life,I need the protest.,Necesito La protesta.,,
en:demonstration,demonstration,manifestacion,en-US,es-ES,beginner,daily-life,I lost the demonstration.,Perdí La manifestacion.,,
en:campaign,campaign,campaña,en-US,es-ES,beginner,daily-life,She gave me the campaign.,Ella me dio La campaña.,,
en:candidate,candidate,candidato,en-US,es-ES,intermediate,daily-life,I need the candidate.,Necesito El candidato.,,
en:policy,policy,politica,en-US,es-ES,advanced,daily-life,That seems policy.,Eso parece politica.,,
en:reform,reform,reforma,en-US,es-ES,beginner,daily-life,The reform is important.,La reforma es importante.,,
en:change,change,cambio,en-US,es-ES,beginner,daily-life,We need a change.,Necesitamos un cambio.,,
en:progress,progress,progreso,en-US,es-ES,intermediate,daily-life,Do you have a progress?,¿Tienes Un progreso?,,
en:development,development,desarrollo,en-US,es-ES,advanced,daily-life,The room is development.,La habitación está desarrollo.,,
en:growth,growth,crecimiento,en-US,es-ES,beginner,daily-life,The growth is important.,El crecimiento es importante.,,
en:improvement,improvement,mejora,en-US,es-ES,beginner,daily-life,The room is improvement.,La habitación está mejora.,,
en:advance,advance,avance,en-US,es-ES,intermediate,daily-life,The advance is important.,El avance es importante.,,
en:innovation,innovation,innovacion,en-US,es-ES,advanced,daily-life,I need the innovation.,Necesito La innovacion.,,
en:creation,creation,creacion,en-US,es-ES,beginner,daily-life,She gave me the creation.,Ella me dio La creacion.,,
en:production,production,produccion,en-US,es-ES,beginner,work,Do you have a production?,¿Tienes Una produccion?,,
en:consumption,consumption,consumo,en-US,es-ES,intermediate,daily-life,This consumption is new.,El consumo es nuevo.,,
en:distribution,distribution,distribucion,en-US,es-ES,advanced,work,I love this distribution.,Me encanta la distribucion.,,
en:supply,supply,suministro,en-US,es-ES,beginner,work,It's too supply.,Es demasiado suministro.,,
en:demand,demand,demanda,en-US,es-ES,beginner,work,Do you have a demand?,¿Tienes Una demanda?,,
en:economy,economy,economia,en-US,es-ES,intermediate,work,That seems economy.,Eso parece economia.,,
en:economic,economic,economico,en-US,es-ES,advanced,adjectives,It's too economic.,Es demasiado economico.,,
en:financial,financial,financiero,en-US,es-ES,beginner,adjectives,This is very financial.,Esto es muy financiero.,,
en:commercial,commercial,comercial,en-US,es-ES,beginner,adjectives,This is very commercial.,Esto es muy comercial.,,
en:industrial,industrial,industrial,en-US,es-ES,intermediate,adjectives,The room is industrial.,La habitación está industrial.,,
en:agricultural,agricultural,agricola,en-US,es-ES,advanced,adjectives,This is very agricultural.,Esto es muy agricola.,,
en:environmental,environmental,ambiental,en-US,es-ES,beginner,adjectives,This is very environmental.,Esto es muy ambiental.,,
en:political,political,politico,en-US,es-ES,beginner,adjectives,This is very political.,Esto es muy politico.,,
en:social,social,social,en-US,es-ES,intermediate,adjectives,This is very social.,Esto es muy social.,,
en:cultural,cultural,cultural,en-US,es-ES,advanced,adjectives,This is very cultural.,Esto es muy cultural.,,
en:historical,historical,historico,en-US,es-ES,beginner,adjectives,That seems historical.,Eso parece historico.,,
en:geographical,geographical,geografico,en-US,es-ES,beginner,adjectives,That seems geographical.,Eso parece geografico.,,
en:physical,physical,fisico,en-US,es-ES,intermediate,adjectives,It's too physical.,Es demasiado fisico.,,
en:mental,mental,mental,en-US,es-ES,advanced,adjectives,The room is mental.,La habitación está mental.,,
en:emotional,emotional,emocional,en-US,es-ES,beginner,adjectives,It's too emotional.,Es demasiado emocional.,,
en:spiritual,spiritual,espiritual,en-US,es-ES,beginner,adjectives,The room is spiritual.,La habitación está espiritual.,,
en:religious,religious,religioso,en-US,es-ES,intermediate,adjectives,That seems religious.,Eso parece religioso.,,
en:moral,moral,moral,en-US,es-ES,advanced,adjectives,The room is moral.,La habitación está moral.,,
en:ethical,ethical,etico,en-US,es-ES,beginner,adjectives,It's too ethical.,Es demasiado etico.,,
en:legal,legal,legal,en-US,es-ES,beginner,adjectives,This is very legal.,Esto es muy legal.,,
en:illegal,illegal,ilegal,en-US,es-ES,intermediate,adjectives,The room is illegal.,La habitación está ilegal.,,
en:official,official,oficial,en-US,es-ES,advanced,adjectives,This is very official.,Esto es muy oficial.,,
en:formal,formal,formal,en-US,es-ES,beginner,adjectives,This is very formal.,Esto es muy formal.,,
en:informal,informal,informal,en-US,es-ES,beginner,adjectives,This is very informal.,Esto es muy informal.,,
en:casual,casual,casual,en-US,es-ES,intermediate,adjectives,It's too casual.,Es demasiado casual.,,
en:academic,academic,academico,en-US,es-ES,advanced,adjectives,The room is academic.,La habitación está academico.,,
en:technical,technical,tecnico,en-US,es-ES,beginner,adjectives,It's too technical.,Es demasiado tecnico.,,
en:scientific,scientific,cientifico,en-US,es-ES,beginner,adjectives,This is very scientific.,Esto es muy cientifico.,,
en:medical,medical,medico,en-US,es-ES,intermediate,adjectives,It's too medical.,Es demasiado medico.,,
en:psychological,psychological,psicologico,en-US,es-ES,advanced,adjectives,This is very psychological.,Esto es muy psicologico.,,
en:biological,biological,biologico,en-US,es-ES,beginner,adjectives,The room is biological.,La habitación está biologico.,,
en:chemical,chemical,quimico,en-US,es-ES,beginner,adjectives,It's too chemical.,Es demasiado quimico.,,
en:mathematical,mathematical,matematico,en-US,es-ES,intermediate,adjectives,The room is mathematical.,La habitación está matematico.,,
en:statistical,statistical,estadistico,en-US,es-ES,advanced,adjectives,This is very statistical.,Esto es muy estadistico.,,
en:theoretical,theoretical,teorico,en-US,es-ES,beginner,adjectives,It's too theoretical.,Es demasiado teorico.,,
en:practical,practical,practico,en-US,es-ES,beginner,adjectives,That seems practical.,Eso parece practico.,,
en:effective,effective,efectivo,en-US,es-ES,intermediate,adjectives,The room is effective.,La habitación está efectivo.,,
en:efficient,efficient,eficiente,en-US,es-ES,advanced,adjectives,It's too efficient.,Es demasiado eficiente.,,
en:useful,useful,util,en-US,es-ES,beginner,adjectives,The room is useful.,La habitación está util.,,
en:useless,useless,inutil,en-US,es-ES,beginner,adjectives,That seems useless.,Eso parece inutil.,,
en:helpful,helpful,util,en-US,es-ES,intermediate,adjectives,This is very helpful.,Esto es muy util.,,
en:harmful,harmful,dano,en-US,es-ES,advanced,daily-life,This is very harmful.,Esto es muy dano.,,
en:safe,safe,seguro,en-US,es-ES,beginner,adjectives,This safe is new.,El seguro es nuevo.,,
en:dangerous,dangerous,peligroso,en-US,es-ES,beginner,adjectives,The room is dangerous.,La habitación está peligroso.,,
en:toxic,toxic,toxico,en-US,es-ES,intermediate,adjectives,It's too toxic.,Es demasiado toxico.,,
en:organic,organic,organico,en-US,es-ES,advanced,adjectives,The room is organic.,La habitación está organico.,,
en:artificial,artificial,artificial,en-US,es-ES,beginner,adjectives,That seems artificial.,Eso parece artificial.,,
en:synthetic,synthetic,sintetico,en-US,es-ES,beginner,adjectives,That seems synthetic.,Eso parece sintetico.,,
en:raw,raw,crudo,en-US,es-ES,intermediate,adjectives,Do you have a raw?,¿Tienes Un crudo?,,
en:fresh,fresh,fresco,en-US,es-ES,advanced,adjectives,The fresh is important.,El fresco es importante.,,
en:rotten,rotten,podrido,en-US,es-ES,beginner,adjectives,That seems rotten.,Eso parece podrido.,,
en:ripe,ripe,maduro,en-US,es-ES,beginner,adjectives,Do you have a ripe?,¿Tienes Un maduro?,,
en:sweet,sweet,dulce,en-US,es-ES,intermediate,adjectives,She gave me the sweet.,Ella me dio El dulce.,,
en:sour,sour,agrio,en-US,es-ES,advanced,adjectives,The sour is on the table.,El agrio está en la mesa.,,
en:bitter,bitter,amargo,en-US,es-ES,beginner,adjectives,Do you have a bitter?,¿Tienes Un amargo?,,
en:spicy,spicy,picante,en-US,es-ES,beginner,adjectives,This is very spicy.,Esto es muy picante.,,
en:salty,salty,salado,en-US,es-ES,intermediate,adjectives,The room is salty.,La habitación está salado.,,
en:tasty,tasty,sabroso,en-US,es-ES,advanced,adjectives,The room is tasty.,La habitación está sabroso.,,
en:delicious,delicious,delicioso,en-US,es-ES,beginner,adjectives,The room is delicious.,La habitación está delicioso.,,
en:disgusting,disgusting,asqueroso,en-US,es-ES,beginner,adjectives,The disgusting is important.,El asqueroso es importante.,,
en:soft,soft,suave,en-US,es-ES,intermediate,adjectives,This is very soft.,Esto es muy suave.,,
en:hard,hard,duro,en-US,es-ES,advanced,adjectives,Where is the hard?,¿Dónde está El duro?,,
en:smooth,smooth,liso,en-US,es-ES,beginner,adjectives,The smooth is important.,El liso es importante.,,
en:rough,rough,aspero,en-US,es-ES,beginner,adjectives,Where is the rough?,¿Dónde está El aspero?,,
en:sharp,sharp,afilado,en-US,es-ES,intermediate,adjectives,I need the sharp.,Necesito El afilado.,,
en:dull,dull,romo,en-US,es-ES,advanced,adjectives,I need the dull.,Necesito El romo.,,
en:thick,thick,grueso,en-US,es-ES,beginner,adjectives,Do you have a thick?,¿Tienes Un grueso?,,
en:thin,thin,delgado,en-US,es-ES,beginner,adjectives,The thin is important.,El delgado es importante.,,
en:heavy,heavy,pesado,en-US,es-ES,intermediate,adjectives,It's too heavy.,Es demasiado pesado.,,
en:wet,wet,mojado,en-US,es-ES,advanced,adjectives,Do you have a wet?,¿Tienes Un mojado?,,
en:dry,dry,seco,en-US,es-ES,beginner,adjectives,I lost the dry.,Perdí El seco.,,
en:bright,bright,brillante,en-US,es-ES,beginner,adjectives,I need the bright.,Necesito El brillante.,,
en:dim,dim,tenue,en-US,es-ES,intermediate,adjectives,It's too dim.,Es demasiado tenue.,,
en:loud,loud,fuerte,en-US,es-ES,advanced,adjectives,The room is loud.,La habitación está fuerte.,,
en:quiet,quiet,tranquilo,en-US,es-ES,beginner,adjectives,It's too quiet.,Es demasiado tranquilo.,,
en:silent,silent,silencio,en-US,es-ES,beginner,daily-life,It's too silent.,Es demasiado silencio.,,
en:noisy,noisy,ruidoso,en-US,es-ES,intermediate,adjectives,It's too noisy.,Es demasiado ruidoso.,,
en:calm,calm,calma,en-US,es-ES,advanced,daily-life,This is very calm.,Esto es muy calma.,,
en:peaceful,peaceful,pacífico,en-US,es-ES,beginner,adjectives,That seems peaceful.,Eso parece pacífico.,,
en:violent,violent,violento,en-US,es-ES,beginner,adjectives,This is very violent.,Esto es muy violento.,,
en:wild,wild,salvaje,en-US,es-ES,intermediate,adjectives,That seems wild.,Eso parece salvaje.,,
en:tame,tame,domestico,en-US,es-ES,advanced,adjectives,That seems tame.,Eso parece domestico.,,
en:domestic,domestic,domestico,en-US,es-ES,beginner,adjectives,It's too domestic.,Es demasiado domestico.,,
en:rural,rural,rural,en-US,es-ES,beginner,adjectives,This is very rural.,Esto es muy rural.,,
en:urban,urban,urbano,en-US,es-ES,intermediate,adjectives,That seems urban.,Eso parece urbano.,,
en:suburban,suburban,suburbano,en-US,es-ES,advanced,adjectives,The room is suburban.,La habitación está suburbano.,,
en:crowded,crowded,abarrotado,en-US,es-ES,beginner,adjectives,That seems crowded.,Eso parece abarrotado.,,
en:silence,silence,silencio,en-US,es-ES,beginner,daily-life,Do you have a silence?,¿Tienes Un silencio?,,
en:shout,shout,grito,en-US,es-ES,intermediate,daily-life,This shout is new.,El grito es nuevo.,,
en:whisper,whisper,susurro,en-US,es-ES,advanced,daily-life,We don't have the whisper.,No tenemos El susurro.,,
en:laughter,laughter,risa,en-US,es-ES,beginner,daily-life,I need the laughter.,Necesito La risa.,,
en:tear,tear,lagrima,en-US,es-ES,beginner,body,I love this tear.,Me encanta la lagrima.,,
en:smile,smile,sonrisa,en-US,es-ES,intermediate,daily-life,She gave me the smile.,Ella me dio La sonrisa.,,
en:frown,frown,ceño,en-US,es-ES,advanced,daily-life,I need the frown.,Necesito El ceño.,,
en:gesture,gesture,gesto,en-US,es-ES,beginner,daily-life,Do you have a gesture?,¿Tienes Un gesto?,,
en:expression,expression,expresion,en-US,es-ES,beginner,daily-life,Where is the expression?,¿Dónde está El expresion?,,
en:reaction,reaction,reaccion,en-US,es-ES,intermediate,daily-life,This reaction is new.,La reaccion es nueva.,,
en:response,response,respuesta,en-US,es-ES,advanced,daily-life,The response is on the table.,La respuesta está en la mesa.,,
en:reply,reply,respuesta,en-US,es-ES,beginner,daily-life,The room is reply.,La habitación está respuesta.,,
en:complaint,complaint,queja,en-US,es-ES,beginner,daily-life,The complaint is important.,La queja es importante.,,
en:suggestion,suggestion,sugerencia,en-US,es-ES,intermediate,daily-life,The suggestion is important.,La sugerencia es importante.,,
en:advice,advice,consejo,en-US,es-ES,advanced,daily-life,The advice is important.,El consejo es importante.,,
en:warning,warning,advertencia,en-US,es-ES,beginner,daily-life,She gave me the warning.,Ella me dio La advertencia.,,
en:notice,notice,aviso,en-US,es-ES,beginner,daily-life,She gave me the notice.,Ella me dio El aviso.,,
en:announcement,announcement,anuncio,en-US,es-ES,intermediate,daily-life,The room is announcement.,La habitación está anuncio.,,
en:advertisement,advertisement,anuncio,en-US,es-ES,advanced,work,The room is advertisement.,La habitación está anuncio.,,
en:headline,headline,titular,en-US,es-ES,beginner,culture,I need the headline.,Necesito El titular.,,
en:editor,editor,editor,en-US,es-ES,beginner,work,This editor is new.,El editor es nuevo.,,
en:journalist,journalist,periodista,en-US,es-ES,intermediate,work,The journalist is on the table.,La periodista está en la mesa.,,
en:reporter,reporter,reportero,en-US,es-ES,advanced,work,Do you have a reporter?,¿Tienes Un reportero?,,
en:author,author,autor,en-US,es-ES,beginner,culture,The author is important.,El autor es importante.,,
en:publisher,publisher,editorial,en-US,es-ES,beginner,work,The publisher is important.,El editorial es importante.,,
en:bookstore,bookstore,libreria,en-US,es-ES,intermediate,daily-life,I love this bookstore.,Me encanta la libreria.,,
en:blog,blog,blog,en-US,es-ES,advanced,culture,We don't have the blog.,No tenemos El blog.,,
en:post,post,publicacion,en-US,es-ES,beginner,culture,The post is important.,La publicacion es importante.,,
en:comment,comment,comentario,en-US,es-ES,beginner,daily-life,It's too comment.,Es demasiado comentario.,,
en:review,review,resena,en-US,es-ES,intermediate,culture,I need the review.,Necesito La resena.,,
en:criticism,criticism,critica,en-US,es-ES,advanced,culture,I need the criticism.,Necesito La critica.,,
en:praise,praise,elogio,en-US,es-ES,beginner,daily-life,The praise is on the table.,El elogio está en la mesa.,,
en:compliment,compliment,cumplido,en-US,es-ES,beginner,daily-life,It's too compliment.,Es demasiado cumplido.,,
en:insult,insult,insulto,en-US,es-ES,intermediate,daily-life,She gave me the insult.,Ella me dio El insulto.,,
en:joke,joke,broma,en-US,es-ES,advanced,daily-life,Do you have a joke?,¿Tienes Una broma?,,
en:humor,humor,humor,en-US,es-ES,beginner,daily-life,Where is the humor?,¿Dónde está El humor?,,
en:sarcasm,sarcasm,sarcasmo,en-US,es-ES,beginner,daily-life,Where is the sarcasm?,¿Dónde está El sarcasmo?,,
en:irony,irony,ironia,en-US,es-ES,intermediate,daily-life,The room is irony.,La habitación está ironia.,,
en:metaphor,metaphor,metafora,en-US,es-ES,advanced,education,I love this metaphor.,Me encanta la metafora.,,
en:comparison,comparison,comparacion,en-US,es-ES,beginner,education,Do you have a comparison?,¿Tienes Una comparacion?,,
en:difference,difference,diferencia,en-US,es-ES,beginner,daily-life,I need the difference.,Necesito La diferencia.,,
en:similarity,similarity,similitud,en-US,es-ES,intermediate,daily-life,That seems similarity.,Eso parece similitud.,,
en:contrast,contrast,contraste,en-US,es-ES,advanced,daily-life,This contrast is new.,El contraste es nuevo.,,
en:connection,connection,conexion,en-US,es-ES,beginner,daily-life,This connection is new.,El conexion es nuevo.,,
en:relation,relation,relacion,en-US,es-ES,beginner,daily-life,Where is the relation?,¿Dónde está La relacion?,,
en:relationship,relationship,relacion,en-US,es-ES,intermediate,daily-life,The relationship is on the table.,La relacion está en la mesa.,,
en:link,link,enlace,en-US,es-ES,advanced,daily-life,I lost the link.,Perdí El enlace.,,
en:contact,contact,contacto,en-US,es-ES,beginner,daily-life,I need the contact.,Necesito El contacto.,,
en:communication,communication,comunicacion,en-US,es-ES,beginner,daily-life,Do you have a communication?,¿Tienes Una comunicacion?,,
en:dialogue,dialogue,dialogo,en-US,es-ES,intermediate,daily-life,We don't have the dialogue.,No tenemos El dialogo.,,
en:monologue,monologue,monologo,en-US,es-ES,advanced,daily-life,This monologue is new.,El monologo es nuevo.,,
en:speech,speech,discurso,en-US,es-ES,beginner,daily-life,We don't have the speech.,No tenemos El discurso.,,
